daren,your,you,more,hanks,to,thank,ect,ii,hou,subject,and,http,gas,attached,ali,hpl,enron,forwarded,farmer,of,aren,a,forward,soft,meter,thanks,Prediction
0,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
0,3,7,0,0,6,0,1,0,1,0,6,0,1,0,0,0,0,0,0,2,0,93,0,0,0,0,0
0,1,2,0,1,2,1,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,12,0,0,0,1,0
0,1,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,9,0,0,0,1,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,3,1,8,0,5,1,5,0,0,1,0,0,8,0,0,2,0,53,0,0,1,1,0
0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,0,0,0,1,3,1,8,0,5,1,5,0,0,1,0,0,8,0,0,2,0,53,0,0,1,1,0
0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,3,3,1,0,0,0,55,1,0,0,0,0
0,0,0,0,0,5,0,2,2,0,1,0,0,0,0,0,3,3,1,0,0,0,55,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
1,0,0,0,1,3,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,23,0,0,2,1,0
2,1,2,0,2,6,2,5,0,2,1,3,0,0,0,0,1,3,1,2,0,2,40,1,0,0,2,0
1,0,0,0,1,3,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,23,0,0,2,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2,1,2,0,2,6,2,5,0,2,1,3,0,0,0,0,1,3,1,2,0,2,40,1,0,0,2,0
0,1,3,2,0,12,0,3,0,3,0,1,0,0,0,0,0,0,0,0,4,0,87,0,0,0,0,0
0,1,3,2,0,11,0,3,0,3,0,1,0,0,0,0,0,0,0,0,4,0,86,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,5,1,10,0,7,1,4,0,3,1,0,1,8,0,0,1,0,77,0,0,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0,0
0,0,0,0,1,5,1,10,0,7,1,4,0,3,1,0,1,8,0,0,1,0,77,0,0,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0,0
0,3,5,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,32,1,0,0,0,1
2,0,0,0,0,5,0,8,0,4,1,0,0,4,0,0,0,1,0,1,0,2,36,0,0,3,0,0
0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0
0,0,2,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1
0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0
2,0,0,0,0,5,0,8,0,4,1,0,0,4,0,0,0,1,0,1,0,2,36,0,0,3,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,17,0,0,0,0,0
0,0,1,1,0,5,0,2,0,0,1,0,0,1,0,0,1,2,0,0,2,0,32,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,1,0,5,0,2,0,0,1,0,0,1,0,0,1,2,0,0,2,0,32,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,2,1,0
0,0,1,0,0,15,0,4,0,0,0,10,0,3,0,0,4,0,0,0,0,1,59,1,0,1,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
0,1,3,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,1,0,0,15,0,4,0,0,0,10,0,3,0,0,4,0,0,0,0,1,59,1,0,1,0,0
0,1,1,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,35,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,4,9,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,3,0,33,0,0,0,0,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,2,7,2,1,64,1,29,22,5,2,40,0,1,0,6,0,0,0,0,66,0,592,0,0,0,1,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,2,6,0,0,7,0,1,0,1,0,2,1,0,0,0,0,0,0,0,4,0,29,0,0,0,0,1
1,0,1,0,2,16,2,20,0,13,2,5,0,4,0,0,4,6,1,0,6,1,116,1,0,6,2,0
1,0,1,0,2,16,2,20,0,13,2,5,0,4,0,0,4,6,1,0,6,1,116,1,0,6,2,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,2,4,0,1,8,1,1,0,0,0,7,2,0,0,0,0,0,0,0,2,0,54,0,0,0,1,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,3,9,0,0,14,0,2,0,6,1,11,0,0,0,0,0,1,0,2,5,0,150,1,0,0,0,0
0,3,9,0,0,14,0,2,0,6,1,11,0,0,0,0,0,1,0,2,5,0,150,1,0,0,0,0
0,0,1,0,1,4,1,2,0,1,0,1,0,0,1,0,0,0,0,0,4,0,31,0,0,0,1,0
0,0,1,0,1,4,1,2,0,1,0,1,0,0,1,0,0,0,0,0,4,0,31,0,0,0,1,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,0,1,1,0,0,0,9,1,0,4,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,4,11,1,0,44,0,25,0,2,0,25,0,0,0,0,0,0,0,0,37,0,371,7,0,0,0,1
0,6,14,0,0,12,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,67,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
0,5,9,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,1
0,2,7,2,1,63,1,29,22,5,2,40,0,1,0,4,0,0,0,0,66,0,593,0,0,0,1,1
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,1,0,0,1
0,2,4,0,0,11,0,1,1,3,0,8,1,0,0,0,0,0,0,0,3,0,90,1,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
0,2,13,2,0,21,0,4,0,3,0,16,1,0,0,0,0,0,0,0,5,1,217,0,0,0,0,1
0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
1,0,0,0,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,24,0,0,3,1,0
1,1,2,0,0,3,1,3,0,0,0,3,0,0,0,0,2,0,0,0,1,1,27,0,0,0,0,0
0,1,1,0,0,3,0,1,0,1,0,4,2,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1
0,0,1,0,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0
1,1,2,0,0,3,1,3,0,0,0,3,0,0,0,0,2,0,0,0,1,1,27,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,2,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
0,1,5,0,1,33,1,11,13,2,1,29,0,15,0,2,0,0,0,0,23,0,277,0,0,0,1,1
0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,2,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0
0,5,13,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0
0,5,13,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0
1,1,4,0,1,6,1,2,0,0,1,7,0,1,1,0,0,0,0,1,2,1,104,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1
1,0,0,0,1,6,1,3,0,0,1,2,0,0,0,0,0,0,0,1,1,1,59,0,0,0,1,0
1,1,4,0,1,6,1,2,0,0,1,7,0,1,1,0,0,0,0,1,2,1,104,1,0,0,1,0
0,1,2,1,0,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,33,0,0,0,0,1
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
1,0,2,0,0,9,0,14,0,6,1,2,0,0,0,0,0,2,0,1,2,1,55,0,0,0,0,0
0,0,2,0,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0
0,0,0,0,0,12,0,1,0,0,0,5,0,0,1,0,1,1,0,0,3,0,67,0,0,0,0,0
0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
0,0,0,0,0,5,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,0,18,0,0,0,0,0
0,0,0,0,0,11,0,3,0,0,0,3,0,2,0,0,2,0,0,0,2,1,48,0,0,1,0,0
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,3,8,2,0,5,0,4,0,0,0,14,1,0,0,1,0,0,0,0,22,0,106,0,0,0,0,1
0,4,11,0,1,11,2,1,0,0,0,1,2,0,0,0,0,1,0,1,2,0,39,0,0,0,1,0
5,0,2,0,0,11,0,5,0,0,0,8,0,3,0,0,2,0,0,2,3,5,109,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,13,0,0,1,0,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,0
0,0,1,0,1,3,1,3,0,1,1,1,0,4,0,0,1,4,0,1,0,0,45,0,0,0,1,0
1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,12,0,0,0,1,0
0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,26,0,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,0,3,0,2,0,1,1,0,0,0,0,0,1,2,0,0,0,0,21,0,0,0,0,0
0,3,4,1,0,26,0,2,0,6,0,15,0,0,0,3,0,0,0,0,37,0,233,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0
0,1,2,0,0,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
0,1,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5,0,2,0,3,8,3,9,0,5,2,1,0,0,0,1,0,2,2,2,3,5,70,3,0,0,3,0
0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,19,0,0,0,0,1
0,4,7,1,0,12,0,5,1,2,2,6,1,0,0,2,0,0,0,0,5,1,135,0,1,0,0,1
3,0,1,0,2,5,2,6,0,3,1,0,0,0,0,1,0,1,1,1,2,3,45,2,0,0,2,0
0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,1
1,0,0,0,1,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,26,1,0,0,1,0
0,0,0,0,0,6,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0
0,1,1,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,83,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,2,0,1,10,1,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,55,0,0,0,1,0
0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,2,1,0
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,1,2,0,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,1,0
1,1,4,0,4,24,4,28,0,15,4,21,0,7,0,0,7,13,3,1,5,1,212,5,0,0,4,0
6,0,2,0,3,9,3,15,0,8,3,3,0,0,0,1,0,3,2,3,3,6,88,3,0,0,3,0
0,1,1,0,0,16,0,7,0,1,6,6,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,2,0,0,11,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,41,0,0,0,0,1
1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,0
2,0,1,0,1,12,0,25,0,14,3,7,0,6,1,0,1,26,1,1,2,2,148,1,0,2,0,0
0,1,4,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,22,0,0,0,0,1
0,1,1,0,1,2,1,4,0,1,1,0,0,3,0,0,0,6,0,0,0,0,18,0,0,0,1,0
0,0,6,0,1,24,1,13,9,2,1,22,0,5,0,1,0,0,0,0,22,0,195,0,0,0,1,1
1,0,1,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0
0,1,4,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0
0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0
0,1,4,0,0,15,0,4,0,0,0,14,0,0,0,0,0,9,0,0,6,0,185,0,0,0,0,0
0,2,4,1,0,16,0,5,0,1,0,12,0,0,0,0,0,0,0,0,13,0,156,0,0,0,0,1
0,0,0,0,1,1,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,1,0
0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2,0,2,0,5,11,2,27,0,13,2,0,0,2,0,0,0,5,0,2,4,2,93,1,0,4,2,0
1,0,2,0,4,9,2,14,0,7,1,0,0,2,0,0,0,3,0,1,3,1,73,0,0,3,2,0
0,1,2,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,1
0,1,2,0,0,7,0,3,0,1,0,3,0,0,0,1,0,0,0,0,1,0,37,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,29,0,0,1,0,1
0,2,6,0,0,17,0,7,0,2,4,5,2,0,0,2,0,0,0,0,12,0,158,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,5,0,0,0,0,0,5,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
2,0,0,0,2,6,1,21,0,15,2,7,0,4,2,0,1,15,1,1,1,2,128,1,0,1,1,0
1,0,0,0,2,6,1,20,0,14,2,8,0,4,2,0,1,15,0,1,1,1,129,0,0,1,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,1,0,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,1,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,1,0,0,3,0,3,0,1,1,2,0,0,1,0,0,1,1,0,3,0,42,1,0,0,0,0
0,0,0,1,0,4,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
0,2,9,0,0,27,1,2,0,3,0,33,1,1,0,0,0,0,0,0,18,1,242,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,3,3,1,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,5,0,35,0,0,0,0,1
0,1,5,0,1,32,1,11,12,2,1,29,0,15,0,2,0,0,0,0,22,0,280,0,0,0,1,1
0,0,0,0,0,11,0,4,0,3,3,1,0,1,0,0,3,5,1,0,3,0,50,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,3,4,1,0,24,0,2,0,6,0,15,0,0,0,3,0,0,0,0,36,0,230,0,0,0,0,1
1,0,1,0,0,6,0,5,0,0,1,3,0,2,2,1,0,0,0,0,3,1,63,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,5,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,0,19,0,0,0,0,0
0,0,0,0,0,6,0,2,0,3,1,0,0,0,0,0,1,2,0,0,0,0,20,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,2,1,0
4,1,3,0,2,12,2,8,0,11,2,7,0,0,0,0,0,2,2,1,6,4,133,2,0,0,2,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,0,0,0,1,1,1,5,0,3,1,2,0,0,0,0,0,0,1,0,1,1,33,1,0,0,1,0
0,3,3,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,22,0,0,0,0,1
0,0,1,0,0,31,0,2,0,0,0,13,0,0,0,1,0,0,0,0,23,0,222,0,0,0,0,1
0,0,1,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,0,10,0,2,4,3,1,0,0,0,3,2,0,0,0,0,0,0,0,2,0,41,0,0,0,2,1
1,0,2,0,1,6,1,7,0,2,2,7,0,0,0,1,0,5,0,0,2,1,97,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
0,0,1,0,1,0,1,1,0,1,0,2,0,1,3,0,0,0,0,0,0,0,23,0,0,0,1,0
0,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,1
0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,15,0,0,0,0,0
0,0,0,0,0,5,0,1,0,4,0,6,0,3,0,0,1,0,0,0,0,1,64,0,0,7,0,0
0,0,6,0,1,25,1,13,8,2,1,22,0,5,0,0,0,0,0,0,22,0,194,0,0,0,1,1
2,1,1,0,0,9,0,7,0,8,1,7,0,3,0,0,1,1,0,1,2,3,102,0,0,8,0,0
3,1,1,0,0,11,0,16,0,14,2,7,0,3,0,0,1,2,1,2,3,4,126,1,0,8,0,0
0,0,0,0,1,6,1,15,0,9,1,5,0,2,1,0,1,8,0,0,1,0,92,0,0,1,1,0
0,1,1,0,0,7,0,2,0,1,0,4,1,1,0,0,0,0,0,0,0,0,58,0,0,0,0,1
0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0
1,0,1,0,0,7,0,4,0,2,1,1,0,1,0,0,1,1,1,0,4,1,42,1,0,0,0,0
0,1,3,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1
0,1,3,0,0,6,1,4,0,2,0,2,0,1,1,0,0,0,0,0,2,0,34,0,0,3,0,0
0,1,5,1,0,7,1,1,0,2,0,3,0,1,0,0,0,0,0,0,3,0,49,0,0,5,0,0
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,4,8,1,0,65,0,20,0,5,0,43,0,0,0,3,0,0,0,0,50,0,486,5,3,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0
1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26,0,0,0,1,0
0,3,4,0,0,51,0,24,0,1,0,35,0,0,0,1,0,0,0,0,40,0,407,7,8,0,0,1
1,0,0,0,1,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,31,0,0,1,1,0
0,0,0,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,39,0,1,0,0,1
0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,27,0,0,1,0,0
0,4,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,1
0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,3,0,16,0,0,0,0,1
0,0,1,0,2,2,2,51,0,24,2,5,0,0,1,0,0,66,2,0,0,0,125,2,0,0,2,0
0,2,3,0,0,7,0,1,0,0,0,4,0,0,0,0,0,10,0,0,3,0,76,0,0,0,0,0
0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0
0,4,7,1,0,11,0,5,1,1,2,6,1,0,0,2,0,0,0,0,15,0,106,0,5,0,0,1
0,0,1,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0
